,Request id,Pickup point,Status,Request timestamp,Hour,Day,Time Slot
3208,5729,City,Cancelled,2016-07-15 07:49:27,7,Friday,Morning
3209,202,City,Cancelled,2016-07-11 06:09:00,6,Monday,Morning
3210,341,City,Cancelled,2016-07-11 07:46:00,7,Monday,Morning
3211,3049,City,Cancelled,2016-07-13 07:43:49,7,Wednesday,Morning
3212,6323,Airport,Cancelled,2016-07-15 18:39:39,18,Friday,Night
3213,6462,City,Cancelled,2016-07-15 20:11:36,20,Friday,Night
3214,3242,City,Cancelled,2016-07-13 10:08:10,10,Wednesday,Morning
3215,4499,City,Cancelled,2016-07-14 09:01:54,9,Thursday,Morning
3216,3182,City,Cancelled,2016-07-13 09:24:57,9,Wednesday,Morning
3217,4173,City,Cancelled,2016-07-14 05:08:03,5,Thursday,Early Morning
3218,4189,City,Cancelled,2016-07-14 05:25:55,5,Thursday,Early Morning
3219,6390,Airport,Cancelled,2016-07-15 19:19:26,19,Friday,Night
3220,1231,City,Cancelled,2016-07-11 21:34:00,21,Monday,Late Night
3221,1589,City,Cancelled,2016-07-12 06:35:00,6,Tuesday,Morning
3222,1815,City,Cancelled,2016-07-12 09:20:00,9,Tuesday,Morning
3223,5678,City,Cancelled,2016-07-15 07:09:12,7,Friday,Morning
3224,239,City,Cancelled,2016-07-11 06:25:00,6,Monday,Morning
3225,551,City,Cancelled,2016-07-11 10:10:00,10,Monday,Morning
3226,2097,Airport,Cancelled,2016-07-12 16:03:00,16,Tuesday,Evening
3227,2613,Airport,Cancelled,2016-07-12 22:06:00,22,Tuesday,Late Night
3228,5497,City,Cancelled,2016-07-15 05:00:30,5,Friday,Early Morning
3229,5668,City,Cancelled,2016-07-15 07:06:58,7,Friday,Morning
3230,482,City,Cancelled,2016-07-11 09:25:00,9,Monday,Morning
3231,544,City,Cancelled,2016-07-11 10:07:00,10,Monday,Morning
3232,1227,Airport,Cancelled,2016-07-11 21:32:00,21,Monday,Late Night
3233,1489,City,Cancelled,2016-07-12 05:21:00,5,Tuesday,Early Morning
3234,2588,Airport,Cancelled,2016-07-12 21:45:00,21,Tuesday,Late Night
3235,3152,City,Cancelled,2016-07-13 08:57:47,8,Wednesday,Morning
3236,5853,City,Cancelled,2016-07-15 09:10:12,9,Friday,Morning
3237,2933,City,Cancelled,2016-07-13 06:26:18,6,Wednesday,Morning
3238,5543,City,Cancelled,2016-07-15 05:30:53,5,Friday,Early Morning
3239,1356,City,Cancelled,2016-07-11 23:42:00,23,Monday,Late Night
3240,1403,City,Cancelled,2016-07-12 02:39:00,2,Tuesday,Early Morning
3241,2459,Airport,Cancelled,2016-07-12 20:30:00,20,Tuesday,Night
3242,3023,City,Cancelled,2016-07-13 07:27:40,7,Wednesday,Morning
3243,4444,City,Cancelled,2016-07-14 08:28:21,8,Thursday,Morning
3244,1733,City,Cancelled,2016-07-12 08:23:00,8,Tuesday,Morning
3245,1937,Airport,Cancelled,2016-07-12 11:26:00,11,Tuesday,Morning
3246,5614,City,Cancelled,2016-07-15 06:14:39,6,Friday,Morning
3247,5718,City,Cancelled,2016-07-15 07:39:12,7,Friday,Morning
3248,334,City,Cancelled,2016-07-11 07:40:00,7,Monday,Morning
3249,1107,City,Cancelled,2016-07-11 20:14:00,20,Monday,Night
3250,3033,City,Cancelled,2016-07-13 07:35:16,7,Wednesday,Morning
3251,3099,City,Cancelled,2016-07-13 08:22:13,8,Wednesday,Morning
3252,4302,City,Cancelled,2016-07-14 06:48:59,6,Thursday,Morning
3253,4829,City,Cancelled,2016-07-14 17:25:49,17,Thursday,Evening
3254,5854,Airport,Cancelled,2016-07-15 09:09:32,9,Friday,Morning
3255,427,City,Cancelled,2016-07-11 08:48:00,8,Monday,Morning
3256,852,Airport,Cancelled,2016-07-11 17:48:00,17,Monday,Evening
3257,1931,City,Cancelled,2016-07-12 11:13:00,11,Tuesday,Morning
3258,3292,Airport,Cancelled,2016-07-13 11:18:55,11,Wednesday,Morning
3259,5154,Airport,Cancelled,2016-07-14 20:19:26,20,Thursday,Night
3260,5627,City,Cancelled,2016-07-15 06:34:09,6,Friday,Morning
3261,5751,City,Cancelled,2016-07-15 08:03:01,8,Friday,Morning
3262,308,City,Cancelled,2016-07-11 07:22:00,7,Monday,Morning
3263,2890,City,Cancelled,2016-07-13 05:55:20,5,Wednesday,Early Morning
3264,4245,City,Cancelled,2016-07-14 05:58:24,5,Thursday,Early Morning
3265,4423,City,Cancelled,2016-07-14 08:18:46,8,Thursday,Morning
3266,212,City,Cancelled,2016-07-11 06:09:00,6,Monday,Morning
3267,3034,City,Cancelled,2016-07-13 07:39:44,7,Wednesday,Morning
3268,6669,City,Cancelled,2016-07-15 22:12:00,22,Friday,Late Night
3269,252,City,Cancelled,2016-07-11 06:36:00,6,Monday,Morning
3270,391,City,Cancelled,2016-07-11 08:24:00,8,Monday,Morning
3271,412,City,Cancelled,2016-07-11 08:37:00,8,Monday,Morning
3272,5709,City,Cancelled,2016-07-15 07:44:55,7,Friday,Morning
3273,6300,Airport,Cancelled,2016-07-15 18:20:30,18,Friday,Night
3274,381,City,Cancelled,2016-07-11 08:16:00,8,Monday,Morning
3275,3030,City,Cancelled,2016-07-13 07:32:06,7,Wednesday,Morning
3276,3671,Airport,Cancelled,2016-07-13 19:28:05,19,Wednesday,Night
3277,4186,City,Cancelled,2016-07-14 05:24:34,5,Thursday,Early Morning
3278,4281,City,Cancelled,2016-07-14 06:23:20,6,Thursday,Morning
3279,1864,City,Cancelled,2016-07-12 09:54:00,9,Tuesday,Morning
3280,2073,City,Cancelled,2016-07-12 15:27:00,15,Tuesday,Evening
3281,3113,City,Cancelled,2016-07-13 08:36:12,8,Wednesday,Morning
3282,4885,City,Cancelled,2016-07-14 17:56:19,17,Thursday,Evening
3283,326,City,Cancelled,2016-07-11 07:33:00,7,Monday,Morning
3284,1401,City,Cancelled,2016-07-12 02:42:00,2,Tuesday,Early Morning
3285,2792,City,Cancelled,2016-07-13 04:58:06,4,Wednesday,Early Morning
3286,149,City,Cancelled,2016-07-11 05:29:00,5,Monday,Early Morning
3287,368,City,Cancelled,2016-07-11 08:06:00,8,Monday,Morning
3288,1927,City,Cancelled,2016-07-12 11:08:00,11,Tuesday,Morning
3289,2068,Airport,Cancelled,2016-07-12 15:13:00,15,Tuesday,Evening
3290,2396,Airport,Cancelled,2016-07-12 19:52:00,19,Tuesday,Night
3291,4890,City,Cancelled,2016-07-14 17:55:51,17,Thursday,Evening
3292,2117,City,Cancelled,2016-07-12 16:33:00,16,Tuesday,Evening
3293,2780,City,Cancelled,2016-07-13 04:43:32,4,Wednesday,Early Morning
3294,4863,Airport,Cancelled,2016-07-14 17:40:14,17,Thursday,Evening
3295,5782,City,Cancelled,2016-07-15 08:35:31,8,Friday,Morning
3296,188,City,Cancelled,2016-07-11 05:54:00,5,Monday,Early Morning
3297,1699,City,Cancelled,2016-07-12 08:02:00,8,Tuesday,Morning
3298,3043,City,Cancelled,2016-07-13 07:42:32,7,Wednesday,Morning
3299,3818,Airport,Cancelled,2016-07-13 21:06:59,21,Wednesday,Late Night
3300,4187,City,Cancelled,2016-07-14 05:27:38,5,Thursday,Early Morning
3301,4381,City,Cancelled,2016-07-14 07:45:41,7,Thursday,Morning
3302,4530,City,Cancelled,2016-07-14 09:33:37,9,Thursday,Morning
3303,4774,Airport,Cancelled,2016-07-14 15:59:04,15,Thursday,Evening
3304,5423,City,Cancelled,2016-07-15 02:11:10,2,Friday,Early Morning
3305,4011,City,Cancelled,2016-07-13 23:45:26,23,Wednesday,Late Night
3306,4556,City,Cancelled,2016-07-14 09:40:49,9,Thursday,Morning
3307,354,City,Cancelled,2016-07-11 07:59:00,7,Monday,Morning
3308,1618,City,Cancelled,2016-07-12 06:52:00,6,Tuesday,Morning
3309,3019,City,Cancelled,2016-07-13 07:25:48,7,Wednesday,Morning
3310,5469,City,Cancelled,2016-07-15 04:42:55,4,Friday,Early Morning
3311,5731,City,Cancelled,2016-07-15 07:47:32,7,Friday,Morning
3312,5839,City,Cancelled,2016-07-15 08:57:28,8,Friday,Morning
3313,1660,City,Cancelled,2016-07-12 07:26:00,7,Tuesday,Morning
3314,3146,City,Cancelled,2016-07-13 08:56:49,8,Wednesday,Morning
3315,174,Airport,Cancelled,2016-07-11 05:44:00,5,Monday,Early Morning
3316,321,City,Cancelled,2016-07-11 07:30:00,7,Monday,Morning
3317,2973,City,Cancelled,2016-07-13 06:57:56,6,Wednesday,Morning
3318,5691,City,Cancelled,2016-07-15 07:26:32,7,Friday,Morning
3319,5748,City,Cancelled,2016-07-15 07:57:58,7,Friday,Morning
3320,404,City,Cancelled,2016-07-11 08:39:00,8,Monday,Morning
3321,2474,Airport,Cancelled,2016-07-12 20:35:00,20,Tuesday,Night
3322,4374,City,Cancelled,2016-07-14 07:35:39,7,Thursday,Morning
3323,4461,City,Cancelled,2016-07-14 08:36:56,8,Thursday,Morning
3324,4731,City,Cancelled,2016-07-14 14:09:23,14,Thursday,Aftrnoon
3325,5798,City,Cancelled,2016-07-15 08:40:38,8,Friday,Morning
3326,3849,City,Cancelled,2016-07-13 21:36:47,21,Wednesday,Late Night
3327,5763,City,Cancelled,2016-07-15 08:20:33,8,Friday,Morning
3328,5815,City,Cancelled,2016-07-15 08:47:14,8,Friday,Morning
3329,5826,City,Cancelled,2016-07-15 08:50:52,8,Friday,Morning
3330,3782,City,Cancelled,2016-07-13 20:45:49,20,Wednesday,Night
3331,4630,City,Cancelled,2016-07-14 11:17:20,11,Thursday,Morning
3332,437,City,Cancelled,2016-07-11 08:59:00,8,Monday,Morning
3333,122,City,Cancelled,2016-07-11 05:14:00,5,Monday,Early Morning
3334,4487,City,Cancelled,2016-07-14 08:53:59,8,Thursday,Morning
3335,5551,City,Cancelled,2016-07-15 05:30:17,5,Friday,Early Morning
3336,2927,City,Cancelled,2016-07-13 06:19:51,6,Wednesday,Morning
3337,3176,City,Cancelled,2016-07-13 09:10:16,9,Wednesday,Morning
3338,3253,City,Cancelled,2016-07-13 10:19:32,10,Wednesday,Morning
3339,6759,City,Cancelled,2016-07-15 23:59:29,23,Friday,Late Night
3340,848,Airport,Cancelled,2016-07-11 17:44:00,17,Monday,Evening
3341,1674,City,Cancelled,2016-07-12 07:47:00,7,Tuesday,Morning
3342,3159,City,Cancelled,2016-07-13 09:11:22,9,Wednesday,Morning
3343,3208,City,Cancelled,2016-07-13 09:45:21,9,Wednesday,Morning
3344,2803,City,Cancelled,2016-07-13 04:58:21,4,Wednesday,Early Morning
3345,3232,Airport,Cancelled,2016-07-13 10:02:13,10,Wednesday,Morning
3346,4271,City,Cancelled,2016-07-14 06:13:47,6,Thursday,Morning
3347,5591,City,Cancelled,2016-07-15 05:58:18,5,Friday,Early Morning
3348,549,City,Cancelled,2016-07-11 10:04:00,10,Monday,Morning
3349,1776,Airport,Cancelled,2016-07-12 09:02:00,9,Tuesday,Morning
3350,2910,City,Cancelled,2016-07-13 06:12:30,6,Wednesday,Morning
3351,492,City,Cancelled,2016-07-11 09:32:00,9,Monday,Morning
3352,963,Airport,Cancelled,2016-07-11 18:44:00,18,Monday,Night
3353,1505,City,Cancelled,2016-07-12 05:39:00,5,Tuesday,Early Morning
3354,2923,City,Cancelled,2016-07-13 06:23:23,6,Wednesday,Morning
3355,4396,City,Cancelled,2016-07-14 07:55:58,7,Thursday,Morning
3356,5639,City,Cancelled,2016-07-15 06:44:03,6,Friday,Morning
3357,6348,Airport,Cancelled,2016-07-15 18:50:59,18,Friday,Night
3358,253,City,Cancelled,2016-07-11 06:43:00,6,Monday,Morning
3359,379,City,Cancelled,2016-07-11 08:18:00,8,Monday,Morning
3360,463,City,Cancelled,2016-07-11 09:12:00,9,Monday,Morning
3361,1848,City,Cancelled,2016-07-12 09:41:00,9,Tuesday,Morning
3362,2897,City,Cancelled,2016-07-13 06:00:28,6,Wednesday,Morning
3363,6398,Airport,Cancelled,2016-07-15 19:23:51,19,Friday,Night
3364,229,City,Cancelled,2016-07-11 06:23:00,6,Monday,Morning
3365,1683,City,Cancelled,2016-07-12 07:57:00,7,Tuesday,Morning
3366,1728,City,Cancelled,2016-07-12 08:20:00,8,Tuesday,Morning
3367,1777,City,Cancelled,2016-07-12 08:58:00,8,Tuesday,Morning
3368,1868,City,Cancelled,2016-07-12 09:59:00,9,Tuesday,Morning
3369,2801,City,Cancelled,2016-07-13 04:57:03,4,Wednesday,Early Morning
3370,2920,City,Cancelled,2016-07-13 06:22:21,6,Wednesday,Morning
3371,5849,City,Cancelled,2016-07-15 09:09:40,9,Friday,Morning
3372,1738,City,Cancelled,2016-07-12 08:26:00,8,Tuesday,Morning
3373,3107,City,Cancelled,2016-07-13 08:28:37,8,Wednesday,Morning
3374,3359,Airport,Cancelled,2016-07-13 13:29:42,13,Wednesday,Aftrnoon
3375,4021,City,Cancelled,2016-07-13 23:56:13,23,Wednesday,Late Night
3376,4163,Airport,Cancelled,2016-07-14 05:08:28,5,Thursday,Early Morning
3377,4314,City,Cancelled,2016-07-14 06:51:11,6,Thursday,Morning
3378,5116,City,Cancelled,2016-07-14 20:08:14,20,Thursday,Night
3379,1114,Airport,Cancelled,2016-07-11 20:19:00,20,Monday,Night
3380,5221,Airport,Cancelled,2016-07-14 21:01:34,21,Thursday,Late Night
3381,5643,City,Cancelled,2016-07-15 06:50:14,6,Friday,Morning
3382,1742,City,Cancelled,2016-07-12 08:30:00,8,Tuesday,Morning
3383,1979,Airport,Cancelled,2016-07-12 12:25:00,12,Tuesday,Aftrnoon
3384,2860,City,Cancelled,2016-07-13 05:41:43,5,Wednesday,Early Morning
3385,3206,City,Cancelled,2016-07-13 09:41:26,9,Wednesday,Morning
3386,5475,City,Cancelled,2016-07-15 04:49:57,4,Friday,Early Morning
3387,5710,City,Cancelled,2016-07-15 07:38:39,7,Friday,Morning
3388,1555,Airport,Cancelled,2016-07-12 06:10:00,6,Tuesday,Morning
3389,2672,City,Cancelled,2016-07-12 23:41:00,23,Tuesday,Late Night
3390,3697,Airport,Cancelled,2016-07-13 19:49:17,19,Wednesday,Night
3391,4928,Airport,Cancelled,2016-07-14 18:16:03,18,Thursday,Night
3392,5663,City,Cancelled,2016-07-15 07:02:11,7,Friday,Morning
3393,164,City,Cancelled,2016-07-11 05:40:00,5,Monday,Early Morning
3394,2985,City,Cancelled,2016-07-13 07:05:11,7,Wednesday,Morning
3395,3248,City,Cancelled,2016-07-13 10:17:21,10,Wednesday,Morning
3396,3794,City,Cancelled,2016-07-13 20:54:30,20,Wednesday,Night
3397,4834,Airport,Cancelled,2016-07-14 17:29:15,17,Thursday,Evening
3398,5517,City,Cancelled,2016-07-15 05:11:09,5,Friday,Early Morning
3399,466,City,Cancelled,2016-07-11 09:14:00,9,Monday,Morning
3400,1678,City,Cancelled,2016-07-12 07:39:00,7,Tuesday,Morning
3401,1801,City,Cancelled,2016-07-12 09:18:00,9,Tuesday,Morning
3402,1819,City,Cancelled,2016-07-12 09:25:00,9,Tuesday,Morning
3403,3020,City,Cancelled,2016-07-13 07:30:26,7,Wednesday,Morning
3404,3169,Airport,Cancelled,2016-07-13 09:13:18,9,Wednesday,Morning
3405,3495,Airport,Cancelled,2016-07-13 17:32:32,17,Wednesday,Evening
3406,4365,City,Cancelled,2016-07-14 07:28:41,7,Thursday,Morning
3407,4562,City,Cancelled,2016-07-14 09:48:08,9,Thursday,Morning
3408,1697,City,Cancelled,2016-07-12 07:59:00,7,Tuesday,Morning
3409,1853,City,Cancelled,2016-07-12 09:51:00,9,Tuesday,Morning
3410,2848,City,Cancelled,2016-07-13 05:36:09,5,Wednesday,Early Morning
3411,4327,City,Cancelled,2016-07-14 07:07:05,7,Thursday,Morning
3412,4345,City,Cancelled,2016-07-14 07:22:16,7,Thursday,Morning
3413,4802,City,Cancelled,2016-07-14 17:07:02,17,Thursday,Evening
3414,1955,Airport,Cancelled,2016-07-12 11:47:00,11,Tuesday,Morning
3415,3840,Airport,Cancelled,2016-07-13 21:33:48,21,Wednesday,Late Night
3416,4183,City,Cancelled,2016-07-14 05:20:42,5,Thursday,Early Morning
3417,4465,City,Cancelled,2016-07-14 08:39:54,8,Thursday,Morning
3418,1795,City,Cancelled,2016-07-12 09:03:00,9,Tuesday,Morning
3419,2049,Airport,Cancelled,2016-07-12 14:45:00,14,Tuesday,Aftrnoon
3420,2811,City,Cancelled,2016-07-13 05:05:37,5,Wednesday,Early Morning
3421,3171,Airport,Cancelled,2016-07-13 09:17:54,9,Wednesday,Morning
3422,4557,City,Cancelled,2016-07-14 09:42:41,9,Thursday,Morning
3423,5538,City,Cancelled,2016-07-15 05:28:23,5,Friday,Early Morning
3424,556,City,Cancelled,2016-07-11 10:11:00,10,Monday,Morning
3425,1854,City,Cancelled,2016-07-12 09:47:00,9,Tuesday,Morning
3426,1897,City,Cancelled,2016-07-12 10:23:00,10,Tuesday,Morning
3427,2537,City,Cancelled,2016-07-12 21:13:00,21,Tuesday,Late Night
3428,3053,City,Cancelled,2016-07-13 07:44:50,7,Wednesday,Morning
3429,3050,City,Cancelled,2016-07-13 07:48:06,7,Wednesday,Morning
3430,3110,City,Cancelled,2016-07-13 08:34:25,8,Wednesday,Morning
3431,5524,City,Cancelled,2016-07-15 05:13:29,5,Friday,Early Morning
3432,5714,City,Cancelled,2016-07-15 07:33:51,7,Friday,Morning
3433,5783,City,Cancelled,2016-07-15 08:30:14,8,Friday,Morning
3434,1982,City,Cancelled,2016-07-12 12:20:00,12,Tuesday,Aftrnoon
3435,5251,Airport,Cancelled,2016-07-14 21:17:51,21,Thursday,Late Night
3436,85,City,Cancelled,2016-07-11 04:47:00,4,Monday,Early Morning
3437,459,City,Cancelled,2016-07-11 09:17:00,9,Monday,Morning
3438,1507,City,Cancelled,2016-07-12 05:44:00,5,Tuesday,Early Morning
3439,4231,City,Cancelled,2016-07-14 05:56:33,5,Thursday,Early Morning
3440,4427,City,Cancelled,2016-07-14 08:22:53,8,Thursday,Morning
3441,5640,City,Cancelled,2016-07-15 06:42:26,6,Friday,Morning
3442,317,City,Cancelled,2016-07-11 07:29:00,7,Monday,Morning
3443,5581,City,Cancelled,2016-07-15 05:53:49,5,Friday,Early Morning
3444,6288,City,Cancelled,2016-07-15 18:17:50,18,Friday,Night
3445,1267,City,Cancelled,2016-07-11 22:01:00,22,Monday,Late Night
3446,2026,Airport,Cancelled,2016-07-12 14:00:00,14,Tuesday,Aftrnoon
3447,2150,City,Cancelled,2016-07-12 17:16:00,17,Tuesday,Evening
3448,2389,City,Cancelled,2016-07-12 19:52:00,19,Tuesday,Night
3449,954,Airport,Cancelled,2016-07-11 18:35:00,18,Monday,Night
3450,2795,City,Cancelled,2016-07-13 04:55:29,4,Wednesday,Early Morning
3451,4184,City,Cancelled,2016-07-14 05:19:07,5,Thursday,Early Morning
3452,4563,City,Cancelled,2016-07-14 09:46:31,9,Thursday,Morning
3453,774,Airport,Cancelled,2016-07-11 16:28:00,16,Monday,Evening
3454,2777,City,Cancelled,2016-07-13 04:43:35,4,Wednesday,Early Morning
3455,2891,City,Cancelled,2016-07-13 05:52:52,5,Wednesday,Early Morning
3456,6377,City,Cancelled,2016-07-15 19:14:38,19,Friday,Night
3457,1561,City,Cancelled,2016-07-12 06:14:00,6,Tuesday,Morning
3458,1888,City,Cancelled,2016-07-12 10:12:00,10,Tuesday,Morning
3459,4192,City,Cancelled,2016-07-14 05:25:52,5,Thursday,Early Morning
3460,4455,City,Cancelled,2016-07-14 08:33:35,8,Thursday,Morning
3461,4527,City,Cancelled,2016-07-14 09:27:26,9,Thursday,Morning
3462,4575,City,Cancelled,2016-07-14 09:54:33,9,Thursday,Morning
3463,1116,Airport,Cancelled,2016-07-11 20:25:00,20,Monday,Night
3464,3061,City,Cancelled,2016-07-13 07:53:01,7,Wednesday,Morning
3465,4431,City,Cancelled,2016-07-14 08:23:45,8,Thursday,Morning
3466,227,Airport,Cancelled,2016-07-11 06:20:00,6,Monday,Morning
3467,1434,City,Cancelled,2016-07-12 04:43:00,4,Tuesday,Early Morning
3468,3040,City,Cancelled,2016-07-13 07:41:31,7,Wednesday,Morning
3469,4366,City,Cancelled,2016-07-14 07:29:14,7,Thursday,Morning
3470,4594,City,Cancelled,2016-07-14 10:07:14,10,Thursday,Morning
3471,358,City,Cancelled,2016-07-11 08:00:00,8,Monday,Morning
3472,865,Airport,Cancelled,2016-07-11 17:58:00,17,Monday,Evening
3473,4822,Airport,Cancelled,2016-07-14 17:20:42,17,Thursday,Evening
3474,5290,Airport,Cancelled,2016-07-14 21:50:06,21,Thursday,Late Night
3475,1202,Airport,Cancelled,2016-07-11 21:20:00,21,Monday,Late Night
3476,2840,City,Cancelled,2016-07-13 05:26:10,5,Wednesday,Early Morning
3477,5642,City,Cancelled,2016-07-15 06:51:43,6,Friday,Morning
3478,5788,City,Cancelled,2016-07-15 08:32:01,8,Friday,Morning
3479,5792,City,Cancelled,2016-07-15 08:38:12,8,Friday,Morning
3480,1172,Airport,Cancelled,2016-07-11 20:49:00,20,Monday,Night
3481,5860,City,Cancelled,2016-07-15 09:13:49,9,Friday,Morning
3482,1245,Airport,Cancelled,2016-07-11 21:41:00,21,Monday,Late Night
3483,1544,City,Cancelled,2016-07-12 06:04:00,6,Tuesday,Morning
3484,4287,City,Cancelled,2016-07-14 06:33:14,6,Thursday,Morning
3485,4308,City,Cancelled,2016-07-14 06:48:59,6,Thursday,Morning
3486,5577,City,Cancelled,2016-07-15 05:55:28,5,Friday,Early Morning
3487,5760,City,Cancelled,2016-07-15 08:14:30,8,Friday,Morning
3488,5855,City,Cancelled,2016-07-15 09:06:46,9,Friday,Morning
3489,76,City,Cancelled,2016-07-11 04:45:00,4,Monday,Early Morning
3490,366,City,Cancelled,2016-07-11 08:04:00,8,Monday,Morning
3491,371,City,Cancelled,2016-07-11 08:07:00,8,Monday,Morning
3492,3564,Airport,Cancelled,2016-07-13 18:18:27,18,Wednesday,Night
3493,181,City,Cancelled,2016-07-11 05:46:00,5,Monday,Early Morning
3494,1503,City,Cancelled,2016-07-12 05:39:00,5,Tuesday,Early Morning
3495,1863,City,Cancelled,2016-07-12 09:55:00,9,Tuesday,Morning
3496,175,City,Cancelled,2016-07-11 05:45:00,5,Monday,Early Morning
3497,1749,City,Cancelled,2016-07-12 08:33:00,8,Tuesday,Morning
3498,2781,City,Cancelled,2016-07-13 04:42:20,4,Wednesday,Early Morning
3499,319,City,Cancelled,2016-07-11 07:33:00,7,Monday,Morning
3500,439,City,Cancelled,2016-07-11 08:55:00,8,Monday,Morning
3501,4201,City,Cancelled,2016-07-14 05:32:02,5,Thursday,Early Morning
3502,736,City,Cancelled,2016-07-11 15:27:00,15,Monday,Evening
3503,929,Airport,Cancelled,2016-07-11 18:24:00,18,Monday,Night
3504,1793,City,Cancelled,2016-07-12 09:13:00,9,Tuesday,Morning
3505,5926,City,Cancelled,2016-07-15 10:05:36,10,Friday,Morning
3506,345,City,Cancelled,2016-07-11 07:52:00,7,Monday,Morning
3507,1051,Airport,Cancelled,2016-07-11 19:44:00,19,Monday,Night
3508,3213,City,Cancelled,2016-07-13 09:44:32,9,Wednesday,Morning
3509,3841,Airport,Cancelled,2016-07-13 21:33:23,21,Wednesday,Late Night
3510,4168,City,Cancelled,2016-07-14 05:05:31,5,Thursday,Early Morning
3511,4657,Airport,Cancelled,2016-07-14 12:00:32,12,Thursday,Aftrnoon
3512,5272,City,Cancelled,2016-07-14 21:30:10,21,Thursday,Late Night
3513,5765,City,Cancelled,2016-07-15 08:18:13,8,Friday,Morning
3514,261,City,Cancelled,2016-07-11 06:42:00,6,Monday,Morning
3515,525,City,Cancelled,2016-07-11 09:52:00,9,Monday,Morning
3516,1500,City,Cancelled,2016-07-12 05:32:00,5,Tuesday,Early Morning
3517,1640,City,Cancelled,2016-07-12 07:18:00,7,Tuesday,Morning
3518,2885,City,Cancelled,2016-07-13 05:54:55,5,Wednesday,Early Morning
3519,4386,City,Cancelled,2016-07-14 07:48:25,7,Thursday,Morning
3520,1190,Airport,Cancelled,2016-07-11 21:13:00,21,Monday,Late Night
3521,1549,City,Cancelled,2016-07-12 06:02:00,6,Tuesday,Morning
3522,2834,City,Cancelled,2016-07-13 05:22:30,5,Wednesday,Early Morning
3523,2862,City,Cancelled,2016-07-13 05:41:33,5,Wednesday,Early Morning
3524,3054,City,Cancelled,2016-07-13 07:48:31,7,Wednesday,Morning
3525,3405,Airport,Cancelled,2016-07-13 15:13:47,15,Wednesday,Evening
3526,4153,City,Cancelled,2016-07-14 04:59:16,4,Thursday,Early Morning
3527,5424,City,Cancelled,2016-07-15 02:13:08,2,Friday,Early Morning
3528,6561,Airport,Cancelled,2016-07-15 21:08:41,21,Friday,Late Night
3529,1623,City,Cancelled,2016-07-12 06:58:00,6,Tuesday,Morning
3530,2061,City,Cancelled,2016-07-12 15:05:00,15,Tuesday,Evening
3531,3183,City,Cancelled,2016-07-13 09:20:52,9,Wednesday,Morning
3532,240,City,Cancelled,2016-07-11 06:29:00,6,Monday,Morning
3533,1011,Airport,Cancelled,2016-07-11 19:08:00,19,Monday,Night
3534,1755,City,Cancelled,2016-07-12 08:40:00,8,Tuesday,Morning
3535,1893,City,Cancelled,2016-07-12 10:17:00,10,Tuesday,Morning
3536,177,City,Cancelled,2016-07-11 05:48:00,5,Monday,Early Morning
3537,1162,Airport,Cancelled,2016-07-11 20:43:00,20,Monday,Night
3538,1456,City,Cancelled,2016-07-12 04:56:00,4,Tuesday,Early Morning
3539,1472,City,Cancelled,2016-07-12 05:08:00,5,Tuesday,Early Morning
3540,3024,City,Cancelled,2016-07-13 07:32:06,7,Wednesday,Morning
3541,903,City,Cancelled,2016-07-11 18:14:00,18,Monday,Night
3542,1969,Airport,Cancelled,2016-07-12 12:07:00,12,Tuesday,Aftrnoon
3543,3457,Airport,Cancelled,2016-07-13 17:00:06,17,Wednesday,Evening
3544,4567,City,Cancelled,2016-07-14 09:46:31,9,Thursday,Morning
3545,4696,Airport,Cancelled,2016-07-14 13:05:58,13,Thursday,Aftrnoon
3546,4695,City,Cancelled,2016-07-14 13:10:50,13,Thursday,Aftrnoon
3547,77,City,Cancelled,2016-07-11 04:46:00,4,Monday,Early Morning
3548,3118,City,Cancelled,2016-07-13 08:38:14,8,Wednesday,Morning
3549,3329,Airport,Cancelled,2016-07-13 12:24:55,12,Wednesday,Aftrnoon
3550,4403,City,Cancelled,2016-07-14 08:01:10,8,Thursday,Morning
3551,4406,City,Cancelled,2016-07-14 08:02:38,8,Thursday,Morning
3552,1828,City,Cancelled,2016-07-12 09:33:00,9,Tuesday,Morning
3553,3084,City,Cancelled,2016-07-13 08:12:16,8,Wednesday,Morning
3554,3890,Airport,Cancelled,2016-07-13 22:01:58,22,Wednesday,Late Night
3555,4410,City,Cancelled,2016-07-14 08:06:48,8,Thursday,Morning
3556,127,City,Cancelled,2016-07-11 05:10:00,5,Monday,Early Morning
3557,3355,Airport,Cancelled,2016-07-13 13:26:29,13,Wednesday,Aftrnoon
3558,86,City,Cancelled,2016-07-11 04:51:00,4,Monday,Early Morning
3559,550,City,Cancelled,2016-07-11 10:04:00,10,Monday,Morning
3560,2275,City,Cancelled,2016-07-12 18:34:00,18,Tuesday,Night
3561,4399,City,Cancelled,2016-07-14 08:02:44,8,Thursday,Morning
3562,5598,City,Cancelled,2016-07-15 06:13:51,6,Friday,Morning
3563,293,City,Cancelled,2016-07-11 07:07:00,7,Monday,Morning
3564,355,City,Cancelled,2016-07-11 07:54:00,7,Monday,Morning
3565,683,Airport,Cancelled,2016-07-11 13:40:00,13,Monday,Aftrnoon
3566,1490,City,Cancelled,2016-07-12 05:21:00,5,Tuesday,Early Morning
3567,1796,City,Cancelled,2016-07-12 09:06:00,9,Tuesday,Morning
